Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
relative_abatement,WEU,fraction_of_baseline_emissions,0.000577297,0.000577223,0.000577236,0.000577243,0.000577246,0.000577247,0.000577247,0.000577247,0.000577247,0.000577249,0.00057725,0.000577251,0.000577252,0.000577254,0.000577256,0.000577256,0.000577257,0.000577257,0.000577257,0.000577258,0.000577258,0.000577258,0.000577259,0.000577259,0.000577259,0.00057726,0.00057726
relative_abatement,CEU,fraction_of_baseline_emissions,0.000577297,0.000577277,0.00057728,0.000577281,0.000577282,0.000577282,0.000577283,0.000577283,0.000577284,0.000577284,0.000577285,0.000577285,0.000577286,0.000577287,0.000577288,0.000577288,0.000577289,0.000577289,0.000577289,0.000577289,0.00057729,0.00057729,0.00057729,0.00057729,0.00057729,0.00057729,0.00057729
relative_abatement,TUR,fraction_of_baseline_emissions,0.000577297,0.000577284,0.000577285,0.000577286,0.000577286,0.000577287,0.000577287,0.000577287,0.000577287,0.000577287,0.000577287,0.000577287,0.000577287,0.000577287,0.000577287,0.000577288,0.000577288,0.000577288,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289,0.00057729,0.00057729,0.00057729
relative_abatement,UKR,fraction_of_baseline_emissions,0.000577297,0.000577286,0.000577287,0.000577287,0.000577287,0.000577287,0.000577288,0.000577288,0.000577288,0.000577289,0.000577289,0.00057729,0.00057729,0.00057729,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577292
relative_abatement,STAN,fraction_of_baseline_emissions,0.000577297,0.000577283,0.000577284,0.000577285,0.000577286,0.000577287,0.000577288,0.000577288,0.000577288,0.000577289,0.000577289,0.000577288,0.000577288,0.000577288,0.000577288,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289,0.00057729,0.00057729,0.00057729,0.00057729,0.00057729,0.00057729
relative_abatement,RUS,fraction_of_baseline_emissions,0.000577297,0.000577246,0.000577251,0.000577255,0.000577258,0.000577261,0.000577264,0.000577266,0.000577267,0.000577268,0.000577269,0.000577271,0.000577273,0.000577274,0.000577275,0.000577276,0.000577276,0.000577277,0.000577278,0.000577279,0.000577279,0.00057728,0.00057728,0.00057728,0.000577281,0.000577281,0.000577281
relative_abatement,ME,fraction_of_baseline_emissions,0.000577297,0.000577243,0.000577248,0.000577249,0.00057725,0.000577251,0.000577251,0.000577252,0.000577252,0.000577253,0.000577253,0.000577254,0.000577255,0.000577255,0.000577256,0.000577256,0.000577256,0.000577256,0.000577257,0.000577257,0.000577257,0.000577258,0.000577258,0.000577258,0.000577259,0.000577259,0.000577259
relative_abatement,INDIA,fraction_of_baseline_emissions,0.000577297,0.000577212,0.000577212,0.000577212,0.00057721,0.000577207,0.000577204,0.000577202,0.0005772,0.000577199,0.0005772,0.000577202,0.000577205,0.000577207,0.00057721,0.000577214,0.000577217,0.000577219,0.000577222,0.000577224,0.000577226,0.000577227,0.000577229,0.00057723,0.000577232,0.000577233,0.000577234
relative_abatement,KOR,fraction_of_baseline_emissions,0.000577297,0.000577275,0.000577277,0.000577279,0.000577281,0.000577282,0.000577283,0.000577285,0.000577286,0.000577287,0.000577288,0.000577288,0.000577289,0.00057729,0.000577291,0.000577291,0.000577291,0.000577292,0.000577292,0.000577292,0.000577293,0.000577293,0.000577293,0.000577293,0.000577293,0.000577293,0.000577293
relative_abatement,CHN,fraction_of_baseline_emissions,0.000577297,0.000577031,0.000577063,0.000577088,0.000577109,0.000577128,0.000577145,0.000577161,0.000577175,0.000577189,0.000577201,0.000577212,0.000577222,0.00057723,0.000577235,0.00057724,0.000577243,0.000577247,0.00057725,0.000577253,0.000577255,0.000577257,0.000577258,0.00057726,0.000577261,0.000577262,0.000577262
relative_abatement,SEAS,fraction_of_baseline_emissions,0.000577297,0.00057725,0.000577251,0.000577252,0.000577255,0.000577257,0.000577259,0.000577259,0.000577259,0.00057726,0.00057726,0.00057726,0.00057726,0.000577261,0.000577263,0.000577263,0.000577263,0.000577263,0.000577263,0.000577263,0.000577263,0.000577263,0.000577263,0.000577263,0.000577263,0.000577264,0.000577264
relative_abatement,INDO,fraction_of_baseline_emissions,0.000577297,0.000577252,0.000577257,0.000577259,0.000577261,0.000577264,0.000577266,0.000577267,0.000577268,0.000577268,0.000577269,0.00057727,0.000577271,0.000577272,0.000577273,0.000577273,0.000577274,0.000577274,0.000577274,0.000577275,0.000577275,0.000577275,0.000577275,0.000577275,0.000577276,0.000577276,0.000577276
relative_abatement,JAP,fraction_of_baseline_emissions,0.000577297,0.000577271,0.000577275,0.000577277,0.000577279,0.00057728,0.000577281,0.000577281,0.000577282,0.000577283,0.000577284,0.000577285,0.000577285,0.000577286,0.000577286,0.000577287,0.000577287,0.000577288,0.000577288,0.000577288,0.000577288,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289
relative_abatement,OCE,fraction_of_baseline_emissions,0.000577297,0.000577287,0.000577288,0.000577288,0.000577287,0.000577287,0.000577288,0.000577289,0.00057729,0.00057729,0.000577289,0.00057729,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291,0.000577291
relative_abatement,RSAS,fraction_of_baseline_emissions,0.000577297,0.000577282,0.000577281,0.00057728,0.000577278,0.000577276,0.000577274,0.000577271,0.000577268,0.000577265,0.000577263,0.000577261,0.000577259,0.000577257,0.000577255,0.000577253,0.000577252,0.00057725,0.000577249,0.000577248,0.000577248,0.000577248,0.000577248,0.000577248,0.000577248,0.000577248,0.000577249
relative_abatement,RSAF,fraction_of_baseline_emissions,0.000577297,0.000577278,0.000577278,0.000577273,0.000577269,0.000577272,0.000577278,0.000577281,0.000577282,0.000577281,0.000577279,0.000577277,0.000577275,0.000577273,0.000577272,0.00057727,0.000577269,0.000577267,0.000577266,0.000577266,0.000577265,0.000577265,0.000577264,0.000577264,0.000577264,0.000577264,0.000577264
cumulative_emissions,Global,GtCO2,0,233.468,481.619,739.314,1004.49,1277.63,1557.39,1840.74,2127.83,2422.02,2725.44,3038.18,3359.65,3689.2,4027.66,4377.14,4738.76,5112.29,5496.67,5890.41,6292.18,6700.88,7115.39,7534.58,7957.36,8382.71,8809.33
global_emissions,Global,GtCO2/yr,42.8173,46.6936,49.6301,51.5391,53.0345,54.6282,55.9529,56.6701,57.4166,58.8385,60.6836,62.5496,64.2936,65.9097,67.6918,69.8953,72.3253,74.7057,76.8762,78.7477,80.3546,81.7398,82.9024,83.8365,84.5572,85.0696,85.3244
temperature,Global,degC_above_PI,1.16,1.30475,1.4586,1.61837,1.78278,1.95213,2.12558,2.30126,2.47925,2.66165,2.84977,3.04367,3.24298,3.4473,3.65715,3.87382,4.09803,4.32962,4.56794,4.81205,5.06115,5.31455,5.57154,5.83144,6.09356,6.35728,6.62179
emission_relative_cumulative,Global,,1,1.04995,1.04803,1.04439,1.04128,1.03925,1.03714,1.03452,1.03242,1.0314,1.03094,1.03053,1.03005,1.0295,1.02907,1.02888,1.02874,1.02849,1.02806,1.02742,1.0266,1.02566,1.02463,1.02354,1.02242,1.02127,1.02012
slr_thermal,Global,m,0.103814,0.109539,0.116066,0.123439,0.131685,0.140821,0.150865,0.161832,0.173724,0.186542,0.200304,0.21503,0.230746,0.247471,0.265223,0.284024,0.3039,0.324886,0.347011,0.370303,0.394782,0.420464,0.44736,0.475477,0.504818,0.535381,0.567162
slr_cumgsic,Global,m,0.015,0.0231415,0.03154,0.0401814,0.0490363,0.0580681,0.0672393,0.0765084,0.0858277,0.0951506,0.104437,0.113651,0.122755,0.131714,0.140491,0.149054,0.157373,0.165422,0.173177,0.180614,0.187713,0.194453,0.200821,0.206804,0.212395,0.21759,0.22239
slr_cumgis,Global,m,0.006,0.0154801,0.0257557,0.0368743,0.048865,0.0617493,0.0755498,0.0902842,0.105959,0.12258,0.140167,0.158742,0.17833,0.198951,0.220625,0.243371,0.267215,0.292186,0.318312,0.345616,0.374114,0.403816,0.43473,0.466857,0.500195,0.534736,0.570468
total_SLR,Global,m,0.124814,0.148161,0.173361,0.200495,0.229587,0.260638,0.293655,0.328625,0.36551,0.404273,0.444907,0.487423,0.531831,0.578136,0.62634,0.676448,0.728488,0.782494,0.8385,0.896533,0.956608,1.01873,1.08291,1.14914,1.21741,1.28771,1.36002
damage_costs,CAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,USA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,MEX,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,RCAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,BRA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,RSAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,NAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,WAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,EAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,SAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,WEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,CEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,TUR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,UKR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,STAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,RUS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,ME,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,INDIA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,KOR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,CHN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,SEAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,INDO,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,JAP,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,OCE,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,RSAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,RSAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,CAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,USA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,MEX,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,RCAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,BRA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,RSAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,NAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,WAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,EAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,SAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,WEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,CEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,TUR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,UKR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,STAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,RUS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,ME,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,INDIA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,KOR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,CHN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,SEAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,INDO,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,JAP,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,OCE,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,RSAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resid_damages,RSAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,CAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,USA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,MEX,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,RCAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,BRA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,RSAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,NAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,WAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,EAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,SAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,WEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,CEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,TUR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,UKR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,STAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,RUS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,ME,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,INDIA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,KOR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,CHN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,SEAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,INDO,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,JAP,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,OCE,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,RSAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLR_damages,RSAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBD_factor,Global,,0.999998,1.0976,1.2583,1.5539,3.31679,12.2984,17.7369,21.1261,24.0144,27.3841,30.9546,34.3007,37.3432,40.0984,42.8474,45.7892,48.7332,51.4655,53.8664,55.8483,57.414,58.6477,59.5349,60.1198,60.4288,60.4563,60.2429
LOT_factor,Global,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
learning_factor,Global,,0.999998,1.0976,1.2583,1.5539,3.31679,12.2984,17.7369,21.1261,24.0144,27.3841,30.9546,34.3007,37.3432,40.0984,42.8474,45.7892,48.7332,51.4655,53.8664,55.8483,57.414,58.6477,59.5349,60.1198,60.4288,60.4563,60.2429
abatement_costs,CAN,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,USA,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,MEX,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,RCAM,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,BRA,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,RSAM,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,NAF,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,WAF,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,EAF,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,SAF,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,WEU,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,CEU,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,TUR,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,UKR,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,STAN,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,RUS,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,ME,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,INDIA,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,KOR,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,CHN,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,SEAS,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,INDO,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,JAP,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,OCE,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,RSAS,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abatement_costs,RSAF,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,CAN,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,USA,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,MEX,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,RCAM,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,BRA,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,RSAM,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,NAF,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,WAF,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,EAF,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,SAF,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,WEU,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,CEU,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,TUR,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,UKR,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,STAN,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,RUS,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,ME,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,INDIA,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,KOR,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,CHN,trillion*usd/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
