Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
relative_abatement,WEU,fraction_of_baseline_emissions,0.000577298,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000999999,0.000999998,0.000999997,0.000999996,0.000999994,0.000999992,0.000999989,0.000999984,0.000999978,0.000999966,0.000999944,0.000999875
relative_abatement,CEU,fraction_of_baseline_emissions,0.000577298,0.000999984,0.000999983,0.000999982,0.000999982,0.000999982,0.000999981,0.00099998,0.000999979,0.000999977,0.000999974,0.00099997,0.000999965,0.000999959,0.000999951,0.000999943,0.000999935,0.000999925,0.000999913,0.000999897,0.000999877,0.00099985,0.000999812,0.000999755,0.00099966,0.00099947,0.0009989
relative_abatement,TUR,fraction_of_baseline_emissions,0.000577298,0.000999971,0.000999972,0.000999971,0.00099997,0.000999969,0.000999969,0.000999969,0.000999969,0.000999968,0.000999966,0.000999964,0.000999961,0.000999958,0.000999954,0.000999949,0.000999941,0.000999932,0.000999922,0.000999909,0.000999892,0.00099987,0.000999839,0.000999792,0.000999714,0.000999558,0.00099909
relative_abatement,UKR,fraction_of_baseline_emissions,0.000577298,0.000999962,0.000999962,0.000999965,0.000999967,0.000999966,0.000999963,0.000999962,0.000999961,0.000999957,0.000999951,0.000999946,0.000999939,0.000999932,0.000999924,0.000999916,0.000999907,0.000999897,0.000999883,0.000999866,0.000999844,0.000999815,0.000999773,0.000999711,0.000999606,0.000999395,0.000998759
relative_abatement,STAN,fraction_of_baseline_emissions,0.000577298,0.000999973,0.000999974,0.000999973,0.00099997,0.000999966,0.000999963,0.000999962,0.000999961,0.000999958,0.000999955,0.000999957,0.000999958,0.000999955,0.000999949,0.000999943,0.000999936,0.000999927,0.000999916,0.000999902,0.000999885,0.000999861,0.000999829,0.000999779,0.000999697,0.000999532,0.000999037
relative_abatement,RUS,fraction_of_baseline_emissions,0.000577298,0.001,0.001,0.001,0.001,0.000999999,0.000999998,0.000999997,0.000999997,0.000999996,0.000999995,0.000999994,0.000999992,0.00099999,0.000999988,0.000999985,0.000999982,0.000999979,0.000999974,0.000999968,0.000999961,0.000999952,0.000999938,0.000999918,0.000999885,0.000999818,0.000999619
relative_abatement,ME,fraction_of_baseline_emissions,0.000577298,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000999999,0.000999998,0.000999997,0.000999996,0.000999994,0.000999992,0.000999989,0.000999985,0.000999979,0.000999968,0.000999947,0.000999882
relative_abatement,INDIA,fraction_of_baseline_emissions,0.000577298,0.001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.001,0.001,0.001,0.001,0.001,0.000999999,0.000999997,0.000999993,0.000999987,0.000999978,0.000999957,0.000999895
relative_abatement,KOR,fraction_of_baseline_emissions,0.000577298,0.000999987,0.000999987,0.000999985,0.000999984,0.000999981,0.000999979,0.000999976,0.000999972,0.000999967,0.000999961,0.000999954,0.000999944,0.000999933,0.00099992,0.000999906,0.00099989,0.00099987,0.000999844,0.000999812,0.00099977,0.000999715,0.000999637,0.00099952,0.000999327,0.000998942,0.000997797
relative_abatement,CHN,fraction_of_baseline_emissions,0.000577298,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.001,0.001,0.001,0.001,0.001,0.000999999,0.000999997,0.000999994,0.00099999,0.000999985,0.000999978,0.000999966,0.000999942,0.00099987
relative_abatement,SEAS,fraction_of_baseline_emissions,0.000577298,0.000999999,0.001,0.001,0.001,0.001,0.000999999,0.000999999,0.000999999,0.000999999,0.000999998,0.000999998,0.000999997,0.000999996,0.000999994,0.000999993,0.000999991,0.000999989,0.000999987,0.000999983,0.000999979,0.000999973,0.000999964,0.00099995,0.000999926,0.000999877,0.000999729
relative_abatement,INDO,fraction_of_baseline_emissions,0.000577298,0.000999999,0.000999999,0.000999999,0.000999998,0.000999998,0.000999996,0.000999996,0.000999995,0.000999995,0.000999994,0.000999992,0.00099999,0.000999988,0.000999986,0.000999983,0.00099998,0.000999976,0.000999971,0.000999965,0.000999956,0.000999945,0.000999928,0.000999902,0.000999859,0.00099977,0.0009995
relative_abatement,JAP,fraction_of_baseline_emissions,0.000577298,0.000999991,0.000999989,0.000999988,0.000999987,0.000999986,0.000999985,0.000999984,0.000999982,0.00099998,0.000999977,0.000999972,0.000999968,0.000999963,0.000999957,0.000999951,0.000999943,0.000999934,0.000999922,0.000999907,0.000999888,0.000999863,0.000999827,0.000999772,0.000999681,0.000999499,0.00099895
relative_abatement,OCE,fraction_of_baseline_emissions,0.000577298,0.000999957,0.000999955,0.00099996,0.000999965,0.000999966,0.000999963,0.000999956,0.000999949,0.000999949,0.000999949,0.000999942,0.00099993,0.000999923,0.000999919,0.000999912,0.000999903,0.000999893,0.00099988,0.000999863,0.00099984,0.000999809,0.000999765,0.000999697,0.000999582,0.000999349,0.000998642
relative_abatement,RSAS,fraction_of_baseline_emissions,0.000577298,0.000999974,0.00099998,0.000999984,0.000999987,0.00099999,0.000999992,0.000999994,0.000999996,0.000999997,0.000999997,0.000999998,0.000999998,0.000999998,0.000999998,0.000999998,0.000999998,0.000999997,0.000999996,0.000999995,0.000999993,0.00099999,0.000999986,0.00099998,0.000999969,0.000999947,0.000999879
relative_abatement,RSAF,fraction_of_baseline_emissions,0.000577298,0.000999983,0.000999985,0.000999992,0.000999995,0.000999993,0.000999988,0.000999982,0.000999979,0.00099998,0.000999983,0.000999985,0.000999987,0.000999987,0.000999986,0.000999986,0.000999985,0.000999984,0.000999982,0.000999978,0.000999973,0.000999967,0.000999956,0.00099994,0.000999912,0.000999854,0.000999674
cumulative_emissions,Global,GtCO2,0,232.485,478.391,732.316,991.951,1257.45,1527.16,1797.85,2069.27,2343.97,2623.2,2906.36,3192.22,3479.54,3768.4,4059.99,4354.46,4650.7,4947.03,5241.7,5533.22,5820.37,6102.05,6377.32,6645.42,6905.74,7157.7
global_emissions,Global,GtCO2/yr,42.8173,46.497,49.1812,50.785,51.927,53.0997,53.942,54.1384,54.2835,54.9398,55.8455,56.633,57.1727,57.4629,57.7721,58.3174,58.8956,59.2465,59.2662,58.9342,58.3045,57.4292,56.3364,55.0541,53.6199,52.0642,50.3926
temperature,Global,degC_above_PI,1.16,1.30414,1.4566,1.61404,1.77501,1.93962,2.10684,2.27467,2.44295,2.61326,2.78638,2.96194,3.13918,3.31731,3.49641,3.67719,3.85977,4.04343,4.22716,4.40985,4.5906,4.76863,4.94327,5.11394,5.28016,5.44156,5.59778
emission_relative_cumulative,Global,,1,1.04553,1.04101,1.03451,1.02828,1.02283,1.017,1.01042,1.00401,0.998165,0.99227,0.98582,0.978721,0.970991,0.96283,0.954329,0.945311,0.935627,0.925261,0.914271,0.902767,0.890888,0.878708,0.866334,0.853854,0.841333,0.828865
slr_thermal,Global,m,0.103814,0.109539,0.116062,0.123424,0.131644,0.140733,0.150703,0.161559,0.173294,0.185899,0.199377,0.213734,0.228973,0.245095,0.262093,0.279964,0.298706,0.318321,0.338803,0.360143,0.382324,0.405325,0.429118,0.453675,0.478961,0.504942,0.531579
slr_cumgsic,Global,m,0.015,0.0231415,0.0315378,0.0401722,0.0490128,0.0580204,0.0671549,0.0763724,0.0856235,0.0948599,0.10404,0.113125,0.122077,0.13086,0.139438,0.147778,0.155853,0.163639,0.171116,0.178264,0.185067,0.191512,0.19759,0.203296,0.20863,0.213593,0.218192
slr_cumgis,Global,m,0.006,0.0154801,0.0257523,0.0368598,0.0488264,0.0616675,0.0753988,0.0900297,0.105558,0.12198,0.139302,0.157532,0.176676,0.196736,0.217708,0.239591,0.262384,0.286088,0.310699,0.336208,0.362598,0.389849,0.417935,0.446828,0.476496,0.506905,0.538018
total_SLR,Global,m,0.124814,0.148161,0.173352,0.200456,0.229483,0.260421,0.293257,0.327961,0.364475,0.40274,0.442719,0.48439,0.527726,0.57269,0.619239,0.667333,0.716943,0.768048,0.820618,0.874615,0.929989,0.986685,1.04464,1.1038,1.16409,1.22544,1.28779
damage_costs,CAN,fraction_of_GDP,8.67362e-19,0.00235688,0.00512552,0.00829648,0.011871,0.0158706,0.0202928,0.0251038,0.0303014,0.0359311,0.0420275,0.048595,0.0556216,0.0630886,0.0710026,0.0793983,0.0882898,0.0976565,0.107456,0.117636,0.128139,0.138912,0.1499,0.161046,0.172297,0.183603,0.194912
damage_costs,USA,fraction_of_GDP,0,0.0018215,0.00395755,0.00639691,0.00913893,0.0122003,0.0155784,0.0192449,0.0231984,0.0274761,0.0321057,0.0370903,0.0424202,0.0480801,0.0540757,0.0604345,0.067168,0.0742594,0.0816757,0.089374,0.0973116,0.105446,0.113734,0.122132,0.1306,0.139098,0.147586
damage_costs,MEX,fraction_of_GDP,0,0.00246624,0.0053702,0.00869456,0.012438,0.0166245,0.0212501,0.0262741,0.031695,0.0375667,0.043929,0.0507866,0.0581253,0.0659238,0.0741903,0.0829647,0.0922633,0.102063,0.112315,0.12296,0.133935,0.145182,0.156638,0.168242,0.179936,0.191665,0.203372
damage_costs,RCAM,fraction_of_GDP,0,0.00246624,0.0053702,0.00869456,0.012438,0.0166245,0.0212501,0.0262741,0.031695,0.0375667,0.043929,0.0507866,0.0581253,0.0659238,0.0741903,0.0829647,0.0922633,0.102063,0.112315,0.12296,0.133935,0.145182,0.156638,0.168242,0.179936,0.191665,0.203372
damage_costs,BRA,fraction_of_GDP,0,0.00246624,0.0053702,0.00869456,0.012438,0.0166245,0.0212501,0.0262741,0.031695,0.0375667,0.043929,0.0507866,0.0581253,0.0659238,0.0741903,0.0829647,0.0922633,0.102063,0.112315,0.12296,0.133935,0.145182,0.156638,0.168242,0.179936,0.191665,0.203372
damage_costs,RSAM,fraction_of_GDP,0,0.00246624,0.0053702,0.00869456,0.012438,0.0166245,0.0212501,0.0262741,0.031695,0.0375667,0.043929,0.0507866,0.0581253,0.0659238,0.0741903,0.0829647,0.0922633,0.102063,0.112315,0.12296,0.133935,0.145182,0.156638,0.168242,0.179936,0.191665,0.203372
damage_costs,NAF,fraction_of_GDP,-1.73472e-18,0.00504508,0.0111014,0.0181679,0.0262577,0.0354266,0.0456758,0.0569305,0.0691866,0.0825527,0.0971135,0.112884,0.129837,0.147931,0.167181,0.187675,0.209448,0.232451,0.256582,0.281708,0.30769,0.334393,0.361676,0.389397,0.41742,0.445616,0.473853
damage_costs,WAF,fraction_of_GDP,0,0.00613166,0.0133465,0.0215797,0.0308199,0.0411286,0.0524906,0.0647935,0.0780345,0.0923612,0.10788,0.124602,0.142488,0.16148,0.181603,0.202962,0.225601,0.249456,0.274403,0.300284,0.326939,0.354215,0.381955,0.410002,0.438208,0.466434,0.494539
damage_costs,EAF,fraction_of_GDP,0,0.00613166,0.0133465,0.0215797,0.0308199,0.0411286,0.0524906,0.0647935,0.0780345,0.0923612,0.10788,0.124602,0.142488,0.16148,0.181603,0.202962,0.225601,0.249456,0.274403,0.300284,0.326939,0.354215,0.381955,0.410002,0.438208,0.466434,0.494539
damage_costs,SAF,fraction_of_GDP,0,0.00361631,0.00811918,0.0135097,0.0198026,0.0270524,0.0352626,0.044365,0.0543584,0.0653486,0.0774186,0.0905841,0.104822,0.120094,0.136418,0.153877,0.17251,0.192269,0.213059,0.234753,0.257221,0.280334,0.303959,0.327962,0.352214,0.376594,0.400976
damage_costs,WEU,fraction_of_GDP,0,0.00119064,0.00265344,0.00437615,0.00634943,0.00857906,0.0110607,0.013774,0.0167235,0.0199472,0.0234738,0.02731,0.0314498,0.0358815,0.0406114,0.0456651,0.0510536,0.0567629,0.0627638,0.0690185,0.0754883,0.0821352,0.08892,0.0958034,0.102748,0.109718,0.116677
damage_costs,CEU,fraction_of_GDP,4.33681e-19,0.00177653,0.00393142,0.00644475,0.00930872,0.0125416,0.0161447,0.0200911,0.0243868,0.0290856,0.0342284,0.039824,0.0458634,0.0523296,0.0592316,0.0666068,0.0744714,0.0828049,0.0915648,0.100696,0.110142,0.119846,0.129753,0.139804,0.149945,0.160123,0.170286
damage_costs,TUR,fraction_of_GDP,1.73472e-18,0.00229565,0.004776,0.00741067,0.0101869,0.0131084,0.0161648,0.0193322,0.0226073,0.0260094,0.0295494,0.0332241,0.0370239,0.0409381,0.044967,0.0491209,0.0534023,0.0578009,0.0623007,0.0668831,0.0715304,0.0762265,0.0809558,0.0857033,0.0904554,0.0951998,0.0999239
damage_costs,UKR,fraction_of_GDP,0,0.00176789,0.00375536,0.00593838,0.00830906,0.0108773,0.0136362,0.0165593,0.0196451,0.0229229,0.0264123,0.0301132,0.034016,0.0381083,0.0423934,0.0468908,0.0516074,0.0565303,0.0616352,0.0668925,0.0722732,0.0777494,0.0832934,0.0888777,0.0944767,0.100067,0.105623
damage_costs,STAN,fraction_of_GDP,0,0.00176789,0.00375536,0.00593838,0.00830906,0.0108773,0.0136362,0.0165593,0.0196451,0.0229229,0.0264123,0.0301132,0.034016,0.0381083,0.0423934,0.0468908,0.0516074,0.0565303,0.0616352,0.0668925,0.0722732,0.0777494,0.0832934,0.0888777,0.0944767,0.100067,0.105623
damage_costs,RUS,fraction_of_GDP,0,0.00176789,0.00375536,0.00593838,0.00830906,0.0108773,0.0136362,0.0165593,0.0196451,0.0229229,0.0264123,0.0301132,0.034016,0.0381083,0.0423934,0.0468908,0.0516074,0.0565303,0.0616352,0.0668925,0.0722732,0.0777494,0.0832934,0.0888777,0.0944767,0.100067,0.105623
damage_costs,ME,fraction_of_GDP,1.73472e-18,0.00229565,0.004776,0.00741067,0.0101869,0.0131084,0.0161648,0.0193322,0.0226073,0.0260094,0.0295494,0.0332241,0.0370239,0.0409381,0.044967,0.0491209,0.0534023,0.0578009,0.0623007,0.0668831,0.0715304,0.0762265,0.0809558,0.0857033,0.0904554,0.0951998,0.0999239
damage_costs,INDIA,fraction_of_GDP,-3.46945e-18,0.00666169,0.0144648,0.0233456,0.0332933,0.0443708,0.0565625,0.0697536,0.0839403,0.0992719,0.115857,0.133705,0.152778,0.173015,0.19444,0.217161,0.241221,0.266556,0.293038,0.320504,0.348791,0.37774,0.40719,0.436979,0.466955,0.496973,0.526888
damage_costs,KOR,fraction_of_GDP,8.67362e-19,0.00332947,0.00714054,0.0114075,0.0161246,0.0213144,0.0269695,0.0330445,0.0395359,0.0464985,0.0539713,0.0619572,0.0704395,0.0793949,0.0888303,0.0987846,0.109273,0.120271,0.131728,0.143585,0.155778,0.168247,0.180931,0.193769,0.206703,0.219678,0.232638
damage_costs,CHN,fraction_of_GDP,-1.73472e-18,0.0024443,0.00501016,0.0076525,0.0103509,0.0131038,0.0158963,0.018703,0.0215203,0.0243636,0.0272388,0.0301396,0.0330554,0.0359766,0.0389019,0.0418364,0.0447792,0.0477219,0.0506541,0.0535656,0.0564485,0.0592969,0.0621062,0.0648728,0.0675948,0.0702708,0.0729002
damage_costs,SEAS,fraction_of_GDP,0,0.00699657,0.0148622,0.0235375,0.0330049,0.0432992,0.0544016,0.0662278,0.0787691,0.0921179,0.106338,0.121431,0.137365,0.154096,0.171636,0.190046,0.20935,0.229503,0.250423,0.272006,0.294148,0.31675,0.33971,0.362926,0.386306,0.409758,0.433192
damage_costs,INDO,fraction_of_GDP,0,0.00699657,0.0148622,0.0235375,0.0330049,0.0432992,0.0544016,0.0662278,0.0787691,0.0921179,0.106338,0.121431,0.137365,0.154096,0.171636,0.190046,0.20935,0.229503,0.250423,0.272006,0.294148,0.31675,0.33971,0.362926,0.386306,0.409758,0.433192
damage_costs,JAP,fraction_of_GDP,0,0.0023829,0.00529127,0.00873168,0.0127145,0.0172694,0.0223995,0.0280688,0.0342754,0.0410745,0.0485103,0.0565913,0.0653054,0.0746307,0.0845765,0.0951875,0.106483,0.118439,0.131001,0.144101,0.157665,0.171623,0.1859,0.20042,0.215112,0.229907,0.244734
damage_costs,OCE,fraction_of_GDP,0,0.00268284,0.00594569,0.00978563,0.0142101,0.0192528,0.0249144,0.0311499,0.0379575,0.0454043,0.0535422,0.0623801,0.0719027,0.0820843,0.092936,0.10451,0.11683,0.129865,0.143554,0.157818,0.172573,0.187739,0.203231,0.218966,0.234862,0.250842,0.266828
damage_costs,RSAS,fraction_of_GDP,3.46945e-18,0.00563174,0.0119913,0.0189926,0.0266078,0.0348722,0.0437618,0.0531845,0.0631361,0.0737215,0.0850108,0.0970045,0.109669,0.122962,0.136896,0.151541,0.166921,0.182993,0.19967,0.216851,0.234432,0.252319,0.270414,0.288621,0.306853,0.325027,0.343059
damage_costs,RSAF,fraction_of_GDP,0,0.00613166,0.0133465,0.0215797,0.0308199,0.0411286,0.0524906,0.0647935,0.0780345,0.0923612,0.10788,0.124602,0.142488,0.16148,0.181603,0.202962,0.225601,0.249456,0.274403,0.300284,0.326939,0.354215,0.381955,0.410002,0.438208,0.466434,0.494539
resid_damages,CAN,fraction_of_GDP,8.67362e-19,0.00174176,0.00384666,0.0063035,0.00911323,0.0122976,0.0158547,0.0197513,0.0239868,0.0286084,0.0336514,0.039121,0.0450058,0.0512881,0.0579756,0.0651042,0.0726886,0.0807088,0.0891236,0.09788,0.106924,0.116204,0.125664,0.135252,0.144915,0.154604,0.164271
resid_damages,USA,fraction_of_GDP,0,0.0014959,0.00328062,0.00534197,0.00767917,0.0103091,0.0132292,0.0164117,0.0198559,0.0236,0.027672,0.0320755,0.036801,0.0418338,0.0471802,0.0528683,0.0589099,0.0652886,0.0719716,0.078917,0.0860822,0.0934259,0.100906,0.108479,0.116106,0.123748,0.131367
resid_damages,MEX,fraction_of_GDP,0,0.00216775,0.00474962,0.00772745,0.0110998,0.0148907,0.0190964,0.0236768,0.0286308,0.0340133,0.0398644,0.0461892,0.0529739,0.0601975,0.0678689,0.0760284,0.0846927,0.0938385,0.103419,0.113373,0.123641,0.134162,0.144878,0.155725,0.166648,0.177593,0.188502
resid_damages,RCAM,fraction_of_GDP,0,0.00216775,0.00474962,0.00772745,0.0110998,0.0148907,0.0190964,0.0236768,0.0286308,0.0340133,0.0398644,0.0461892,0.0529739,0.0601975,0.0678689,0.0760284,0.0846927,0.0938385,0.103419,0.113373,0.123641,0.134162,0.144878,0.155725,0.166648,0.177593,0.188502
resid_damages,BRA,fraction_of_GDP,0,0.00216775,0.00474962,0.00772745,0.0110998,0.0148907,0.0190964,0.0236768,0.0286308,0.0340133,0.0398644,0.0461892,0.0529739,0.0601975,0.0678689,0.0760284,0.0846927,0.0938385,0.103419,0.113373,0.123641,0.134162,0.144878,0.155725,0.166648,0.177593,0.188502
resid_damages,RSAM,fraction_of_GDP,0,0.00216775,0.00474962,0.00772745,0.0110998,0.0148907,0.0190964,0.0236768,0.0286308,0.0340133,0.0398644,0.0461892,0.0529739,0.0601975,0.0678689,0.0760284,0.0846927,0.0938385,0.103419,0.113373,0.123641,0.134162,0.144878,0.155725,0.166648,0.177593,0.188502
resid_damages,NAF,fraction_of_GDP,-1.73472e-18,0.00353923,0.00797073,0.013289,0.0195065,0.0266799,0.0348111,0.0438275,0.0537284,0.0646264,0.0766085,0.0896909,0.103849,0.119042,0.135291,0.152682,0.171255,0.190962,0.211703,0.233345,0.255756,0.278802,0.302347,0.326252,0.350387,0.374625,0.39884
resid_damages,WAF,fraction_of_GDP,0,0.00627951,0.0136539,0.0220588,0.0314827,0.0419874,0.0535574,0.0660801,0.0795523,0.0941213,0.109893,0.126879,0.145039,0.164317,0.184734,0.206398,0.229351,0.25353,0.27881,0.305032,0.332039,0.359674,0.38778,0.416202,0.44479,0.473404,0.501904
resid_damages,EAF,fraction_of_GDP,0,0.00627951,0.0136539,0.0220588,0.0314827,0.0419874,0.0535574,0.0660801,0.0795523,0.0941213,0.109893,0.126879,0.145039,0.164317,0.184734,0.206398,0.229351,0.25353,0.27881,0.305032,0.332039,0.359674,0.38778,0.416202,0.44479,0.473404,0.501904
resid_damages,SAF,fraction_of_GDP,0,0.00321398,0.00728272,0.0122061,0.0179988,0.0247154,0.0323598,0.0408641,0.0502283,0.0605591,0.0719401,0.0843874,0.0978788,0.112375,0.127897,0.144528,0.162305,0.181184,0.201068,0.221832,0.243345,0.265481,0.288107,0.311091,0.334304,0.357627,0.380934
resid_damages,WEU,fraction_of_GDP,0,0.00111524,0.00248898,0.00411695,0.00600156,0.00815878,0.0105884,0.0132683,0.0161981,0.019411,0.022932,0.0267654,0.0309038,0.0353349,0.0400645,0.0451181,0.0505065,0.0562158,0.0622167,0.0684714,0.0749412,0.0815881,0.0883729,0.0952563,0.102201,0.109171,0.11613
resid_damages,CEU,fraction_of_GDP,4.33681e-19,0.00161961,0.00361654,0.00598479,0.00872799,0.0118695,0.0154091,0.0193146,0.0235855,0.0282699,0.0334048,0.0389962,0.0450334,0.0514985,0.0584,0.065775,0.0736394,0.0819729,0.0907328,0.0998638,0.109309,0.119014,0.128921,0.138972,0.149113,0.159291,0.169454
resid_damages,TUR,fraction_of_GDP,1.73472e-18,0.0015731,0.0032738,0.00506964,0.00694755,0.00891147,0.0109517,0.013045,0.01519,0.0174079,0.0197106,0.0220956,0.0245542,0.0270768,0.029665,0.0323305,0.0350765,0.0378935,0.0407663,0.0436775,0.046611,0.0495525,0.052488,0.0554047,0.058291,0.0611365,0.063931
resid_damages,UKR,fraction_of_GDP,0,0.00160119,0.00340878,0.00539828,0.00756169,0.00990904,0.0124335,0.0151088,0.0179339,0.0209384,0.0241423,0.0275457,0.0311391,0.0349103,0.0388631,0.0430171,0.0473795,0.0519374,0.0566669,0.0615387,0.066524,0.0715954,0.0767255,0.0818874,0.087056,0.0922079,0.0973194
resid_damages,STAN,fraction_of_GDP,0,0.00160119,0.00340878,0.00539828,0.00756169,0.00990904,0.0124335,0.0151088,0.0179339,0.0209384,0.0241423,0.0275457,0.0311391,0.0349103,0.0388631,0.0430171,0.0473795,0.0519374,0.0566669,0.0615387,0.066524,0.0715954,0.0767255,0.0818874,0.087056,0.0922079,0.0973194
resid_damages,RUS,fraction_of_GDP,0,0.00160119,0.00340878,0.00539828,0.00756169,0.00990904,0.0124335,0.0151088,0.0179339,0.0209384,0.0241423,0.0275457,0.0311391,0.0349103,0.0388631,0.0430171,0.0473795,0.0519374,0.0566669,0.0615387,0.066524,0.0715954,0.0767255,0.0818874,0.087056,0.0922079,0.0973194
resid_damages,ME,fraction_of_GDP,1.73472e-18,0.0015731,0.0032738,0.00506964,0.00694755,0.00891147,0.0109517,0.013045,0.01519,0.0174079,0.0197106,0.0220956,0.0245542,0.0270768,0.029665,0.0323305,0.0350765,0.0378935,0.0407663,0.0436775,0.046611,0.0495525,0.052488,0.0554047,0.058291,0.0611365,0.063931
resid_damages,INDIA,fraction_of_GDP,-3.46945e-18,0.00637294,0.0138644,0.0224101,0.0319988,0.0426936,0.0544792,0.0672411,0.0809762,0.0958345,0.111925,0.129258,0.147795,0.167476,0.188325,0.210451,0.233898,0.258601,0.284432,0.311231,0.338833,0.367081,0.395814,0.424871,0.454101,0.483361,0.512505
resid_damages,KOR,fraction_of_GDP,8.67362e-19,0.00251464,0.00544649,0.00876745,0.0124714,0.0165815,0.0210905,0.0259543,0.0311714,0.0367984,0.0428759,0.0494073,0.0563772,0.0637633,0.071574,0.0798498,0.0886068,0.0978206,0.107443,0.117415,0.127676,0.138166,0.148828,0.159601,0.170431,0.181264,0.192048
resid_damages,CHN,fraction_of_GDP,-1.73472e-18,0.00185929,0.00379392,0.00575711,0.00772817,0.00970582,0.0116756,0.0136127,0.015515,0.0173995,0.0192729,0.0211295,0.0229595,0.024754,0.0265129,0.0282423,0.0299419,0.0316041,0.033219,0.0347775,0.0362729,0.0377006,0.0390576,0.0403419,0.0415532,0.0426919,0.043759
resid_damages,SEAS,fraction_of_GDP,0,0.00482721,0.010352,0.0165089,0.023279,0.0306985,0.0387497,0.0473511,0.0564996,0.0662928,0.0767982,0.0880189,0.0999257,0.112479,0.125693,0.139634,0.154328,0.169733,0.185768,0.202334,0.219331,0.236664,0.254238,0.271958,0.289735,0.307487,0.325128
resid_damages,INDO,fraction_of_GDP,0,0.00482721,0.010352,0.0165089,0.023279,0.0306985,0.0387497,0.0473511,0.0564996,0.0662928,0.0767982,0.0880189,0.0999257,0.112479,0.125693,0.139634,0.154328,0.169733,0.185768,0.202334,0.219331,0.236664,0.254238,0.271958,0.289735,0.307487,0.325128
resid_damages,JAP,fraction_of_GDP,0,0.00159433,0.0036518,0.00617674,0.00917907,0.012689,0.01671,0.0212071,0.0261804,0.031687,0.0377724,0.0444459,0.0516962,0.0595027,0.0678763,0.0768628,0.0864829,0.0967122,0.107499,0.118775,0.130469,0.142512,0.154831,0.167353,0.180009,0.192731,0.205452
resid_damages,OCE,fraction_of_GDP,0,0.00217581,0.00489156,0.00814288,0.0119369,0.0163077,0.0212563,0.026738,0.0327527,0.0393684,0.046638,0.054571,0.0631525,0.0723575,0.0821983,0.0927281,0.10397,0.115895,0.128443,0.141534,0.155087,0.169021,0.183255,0.197705,0.212291,0.226939,0.241571
resid_damages,RSAS,fraction_of_GDP,3.46945e-18,0.00563174,0.0119913,0.0189926,0.0266078,0.0348722,0.0437618,0.0531845,0.0631361,0.0737215,0.0850108,0.0970045,0.109669,0.122962,0.136896,0.151541,0.166921,0.182993,0.19967,0.216851,0.234432,0.252319,0.270414,0.288621,0.306853,0.325027,0.343059
resid_damages,RSAF,fraction_of_GDP,0,0.00627951,0.0136539,0.0220588,0.0314827,0.0419874,0.0535574,0.0660801,0.0795523,0.0941213,0.109893,0.126879,0.145039,0.164317,0.184734,0.206398,0.229351,0.25353,0.27881,0.305032,0.332039,0.359674,0.38778,0.416202,0.44479,0.473404,0.501904
SLR_damages,CAN,fraction_of_GDP,0,0.000615123,0.00127886,0.00199298,0.00275778,0.00357293,0.00443808,0.00535246,0.00631452,0.00732269,0.00837606,0.009474,0.0106158,0.0118005,0.013027,0.0142941,0.0156012,0.0169477,0.0183328,0.0197555,0.0212145,0.0227083,0.0242354,0.025794,0.0273825,0.0289989,0.0306417
SLR_damages,USA,fraction_of_GDP,0,0.0003256,0.000676932,0.00105493,0.00145976,0.00189124,0.00234918,0.00283319,0.00334243,0.00387608,0.00443365,0.00501482,0.0056192,0.0062463,0.00689549,0.00756622,0.00825812,0.00897085,0.00970402,0.0104571,0.0112294,0.0120201,0.0128284,0.0136534,0.0144942,0.0153498,0.0162194
SLR_damages,MEX,fraction_of_GDP,0,0.000298494,0.000620579,0.000967111,0.00133824,0.0017338,0.00215362,0.00259733,0.00306418,0.00355341,0.00406456,0.00459735,0.00515142,0.00572631,0.00632146,0.00693636,0.00757065,0.00822405,0.00889618,0.00958655,0.0102945,0.0110194,0.0117605,0.0125168,0.0132876,0.014072,0.0148692
SLR_damages,RCAM,fraction_of_GDP,0,0.000298494,0.000620579,0.000967111,0.00133824,0.0017338,0.00215362,0.00259733,0.00306418,0.00355341,0.00406456,0.00459735,0.00515142,0.00572631,0.00632146,0.00693636,0.00757065,0.00822405,0.00889618,0.00958655,0.0102945,0.0110194,0.0117605,0.0125168,0.0132876,0.014072,0.0148692
SLR_damages,BRA,fraction_of_GDP,0,0.000298494,0.000620579,0.000967111,0.00133824,0.0017338,0.00215362,0.00259733,0.00306418,0.00355341,0.00406456,0.00459735,0.00515142,0.00572631,0.00632146,0.00693636,0.00757065,0.00822405,0.00889618,0.00958655,0.0102945,0.0110194,0.0117605,0.0125168,0.0132876,0.014072,0.0148692
